
community-ref (beseline) belief mean and sd distor,0.042821599654287834,0.03771185060928656
self-ref belief mean and sd distor,0.4531255539318269,0.12450718426448244
moderator-ref belief mean and sd distor,0.03261396474120607,0.02155133218759087
community-ref belief mean and sd distor,0.2952581880222545,0.3480231675486085
