0.000000000000000000e+00,0.000000000000000000e+00,-2.351808504614567585e+00,2.700000000000000178e-01,1.000000000000000056e-01
0.000000000000000000e+00,1.000000000000000000e+00,-2.351808504614567585e+00,3.300000000000000711e-01,1.888888888888888840e-01
0.000000000000000000e+00,2.000000000000000000e+00,-2.351808504614567585e+00,2.900000000000000355e-01,2.777777777777777901e-01
0.000000000000000000e+00,3.000000000000000000e+00,-2.351808504614567585e+00,3.100000000000002753e-01,3.666666666666666963e-01
0.000000000000000000e+00,4.000000000000000000e+00,-2.351808504614567585e+00,3.200000000000000622e-01,4.555555555555556024e-01
0.000000000000000000e+00,5.000000000000000000e+00,-2.351808504614567585e+00,3.600000000000003197e-01,5.444444444444445086e-01
0.000000000000000000e+00,6.000000000000000000e+00,-2.351808504614567585e+00,2.800000000000002487e-01,6.333333333333333037e-01
0.000000000000000000e+00,7.000000000000000000e+00,-2.351808504614567585e+00,3.200000000000002842e-01,7.222222222222222099e-01
0.000000000000000000e+00,8.000000000000000000e+00,-2.351808504614567585e+00,2.300000000000002043e-01,8.111111111111111160e-01
0.000000000000000000e+00,9.000000000000000000e+00,-2.351808504614567585e+00,3.900000000000001243e-01,9.000000000000000222e-01
1.000000000000000000e+00,0.000000000000000000e+00,-1.411889524209170688e+00,8.400000000000000799e-01,1.000000000000000056e-01
1.000000000000000000e+00,1.000000000000000000e+00,-1.411889524209170688e+00,8.100000000000000533e-01,1.888888888888888840e-01
1.000000000000000000e+00,2.000000000000000000e+00,-1.411889524209170688e+00,6.599999999999999201e-01,2.777777777777777901e-01
1.000000000000000000e+00,3.000000000000000000e+00,-1.411889524209170688e+00,5.699999999999998401e-01,3.666666666666666963e-01
1.000000000000000000e+00,4.000000000000000000e+00,-1.411889524209170688e+00,7.900000000000000355e-01,4.555555555555556024e-01
1.000000000000000000e+00,5.000000000000000000e+00,-1.411889524209170688e+00,7.600000000000000089e-01,5.444444444444445086e-01
1.000000000000000000e+00,6.000000000000000000e+00,-1.411889524209170688e+00,5.899999999999998579e-01,6.333333333333333037e-01
1.000000000000000000e+00,7.000000000000000000e+00,-1.411889524209170688e+00,6.999999999999999556e-01,7.222222222222222099e-01
1.000000000000000000e+00,8.000000000000000000e+00,-1.411889524209170688e+00,6.399999999999999023e-01,8.111111111111111160e-01
1.000000000000000000e+00,9.000000000000000000e+00,-1.411889524209170688e+00,8.000000000000000444e-01,9.000000000000000222e-01
2.000000000000000000e+00,0.000000000000000000e+00,-4.719705438037740119e-01,1.059999999999999609e+00,1.000000000000000056e-01
2.000000000000000000e+00,1.000000000000000000e+00,-4.719705438037740119e-01,1.270000000000000018e+00,1.888888888888888840e-01
2.000000000000000000e+00,2.000000000000000000e+00,-4.719705438037740119e-01,1.119999999999999662e+00,2.777777777777777901e-01
2.000000000000000000e+00,3.000000000000000000e+00,-4.719705438037740119e-01,1.209999999999999964e+00,3.666666666666666963e-01
2.000000000000000000e+00,4.000000000000000000e+00,-4.719705438037740119e-01,1.179999999999999716e+00,4.555555555555556024e-01
2.000000000000000000e+00,5.000000000000000000e+00,-4.719705438037740119e-01,1.149999999999999911e+00,5.444444444444445086e-01
2.000000000000000000e+00,6.000000000000000000e+00,-4.719705438037740119e-01,1.129999999999999893e+00,6.333333333333333037e-01
2.000000000000000000e+00,7.000000000000000000e+00,-4.719705438037740119e-01,1.049999999999999822e+00,7.222222222222222099e-01
2.000000000000000000e+00,8.000000000000000000e+00,-4.719705438037740119e-01,1.180000000000000160e+00,8.111111111111111160e-01
2.000000000000000000e+00,9.000000000000000000e+00,-4.719705438037740119e-01,1.219999999999999751e+00,9.000000000000000222e-01
3.000000000000000000e+00,0.000000000000000000e+00,4.679484366016226637e-01,1.650000000000000355e+00,1.000000000000000056e-01
3.000000000000000000e+00,1.000000000000000000e+00,4.679484366016226637e-01,1.479999999999999982e+00,1.888888888888888840e-01
3.000000000000000000e+00,2.000000000000000000e+00,4.679484366016226637e-01,1.660000000000000142e+00,2.777777777777777901e-01
3.000000000000000000e+00,3.000000000000000000e+00,4.679484366016226637e-01,1.390000000000000124e+00,3.666666666666666963e-01
3.000000000000000000e+00,4.000000000000000000e+00,4.679484366016226637e-01,1.470000000000000195e+00,4.555555555555556024e-01
3.000000000000000000e+00,5.000000000000000000e+00,4.679484366016226637e-01,1.630000000000000338e+00,5.444444444444445086e-01
3.000000000000000000e+00,6.000000000000000000e+00,4.679484366016226637e-01,1.540000000000000036e+00,6.333333333333333037e-01
3.000000000000000000e+00,7.000000000000000000e+00,4.679484366016226637e-01,1.530000000000000249e+00,7.222222222222222099e-01
3.000000000000000000e+00,8.000000000000000000e+00,4.679484366016226637e-01,1.660000000000000142e+00,8.111111111111111160e-01
3.000000000000000000e+00,9.000000000000000000e+00,4.679484366016226637e-01,1.509999999999999787e+00,9.000000000000000222e-01
4.000000000000000000e+00,0.000000000000000000e+00,1.407867417007019117e+00,1.740000000000000213e+00,1.000000000000000056e-01
4.000000000000000000e+00,1.000000000000000000e+00,1.407867417007019117e+00,1.910000000000000142e+00,1.888888888888888840e-01
4.000000000000000000e+00,2.000000000000000000e+00,1.407867417007019117e+00,1.779999999999999805e+00,2.777777777777777901e-01
4.000000000000000000e+00,3.000000000000000000e+00,1.407867417007019117e+00,1.889999999999999680e+00,3.666666666666666963e-01
4.000000000000000000e+00,4.000000000000000000e+00,1.407867417007019117e+00,2.299999999999999822e+00,4.555555555555556024e-01
4.000000000000000000e+00,5.000000000000000000e+00,1.407867417007019117e+00,1.770000000000000018e+00,5.444444444444445086e-01
4.000000000000000000e+00,6.000000000000000000e+00,1.407867417007019117e+00,1.780000000000000249e+00,6.333333333333333037e-01
4.000000000000000000e+00,7.000000000000000000e+00,1.407867417007019117e+00,1.929999999999999716e+00,7.222222222222222099e-01
4.000000000000000000e+00,8.000000000000000000e+00,1.407867417007019117e+00,1.989999999999999769e+00,8.111111111111111160e-01
4.000000000000000000e+00,9.000000000000000000e+00,1.407867417007019117e+00,1.839999999999999858e+00,9.000000000000000222e-01
