2.256477898471588028e-01,3.085827712876102469e-01,2.937234809082317488e-01,2.456295482392491236e-01
2.144562354727115872e-01,3.557139354894762739e-01,1.505932324166972536e-01,2.134791796250345430e-01
2.243400948772221182e-01,2.379806297913142354e-01,3.820421512631674843e-01,2.124797319454170830e-01
2.895733190313899419e-01,3.511515004551202246e-01,2.116291307916554343e-01,4.796276735101580035e-01
3.507009426317397871e-01,4.502885950032652351e-01,3.100656081390477659e-01,5.110913730045434367e-01
2.648677051128842108e-01,3.692007919327391363e-01,2.462510077872993308e-01,5.592005211704295098e-01
3.923636095562669235e-01,5.081633775267789810e-01,3.477816238143985328e-01,2.308664769414729423e-01
4.472363999061514939e-01,5.376404811145849560e-01,4.156892633829715189e-01,6.143890796751889649e-01
2.408133696410552638e-01,5.199581093715656133e-01,3.964271984622401712e-01,2.408509545407024333e-01
3.954390691937890168e-01,5.502281675303732911e-01,6.276579835806997965e-01,5.397833911476912494e-01
3.433029687539804198e-01,3.296849825501934061e-01,2.592752627478033256e-01,2.109536357524767758e-01
4.097238340399558254e-01,3.676593454041728881e-01,3.818900194518569657e-01,3.781735621600537667e-01
1.637645417890291610e-01,2.490115254459904226e-01,2.505350831904207265e-01,2.014918222331790465e-01
3.243065394647886013e-01,2.314916263346065151e-01,4.784023483072475935e-01,2.124099710081854275e-01
2.334131863845568533e-01,4.314282488912617453e-01,2.041496471698817650e-01,2.609145753857015082e-01
1.084962025696205590e-01,2.092000896461946868e-01,3.934808631353153840e-01,3.351961717864178625e-01
2.921545260384937337e-01,2.330173152260741065e-01,4.002340977619844864e-01,2.918976909497947858e-01
2.365779887924710501e-01,5.895398737605946904e-01,5.352834567716859837e-01,3.720047333330955275e-01
4.182421781953339912e-01,4.746637947069379249e-01,5.998906477815982852e-01,4.137281699026252868e-01
2.627654906125959089e-01,3.542793517463999620e-01,3.416512026620623366e-01,2.277173597833718477e-01
4.657497336649175645e-01,3.711713261030135658e-01,2.194596688206754409e-01,4.194001070533399655e-01
4.745832317349866214e-01,3.670432316207415946e-01,3.069915124767482739e-01,2.983397942421063265e-01
1.923934787418954684e-01,3.853124045102843120e-01,1.997949604749681973e-01,2.710235123433807902e-01
2.097193697217404618e-01,2.875435259033691793e-01,1.653934791265458393e-01,3.076999458682562749e-01
3.669452151212296842e-01,4.126720160677482818e-01,3.156362288806466299e-01,3.128420920891573642e-01
3.908652551670301345e-01,2.274326980016864452e-01,2.777934279115604754e-01,5.173341309183100423e-01
2.206521118055187747e-01,3.518574164876886456e-01,2.951229428447376124e-01,3.983600640414231564e-01
3.288203725529444399e-01,4.095370837592938185e-01,3.961802708553920915e-01,4.374564525650092017e-01
1.978543232019462361e-01,4.224127377228135138e-01,3.476218096395767287e-01,4.259216716072209974e-01
3.152122151197046529e-01,4.122964715194486485e-01,3.262935129891339492e-01,3.267756802018929596e-01
2.897858019830877319e-01,3.093640476366864012e-01,3.951349589974830212e-01,3.096440500868981038e-01
4.620406600374775685e-01,1.754696888910806662e-01,2.359260868261400801e-01,2.116928499086097593e-01
2.190235119137490527e-01,2.549352629059026265e-01,1.576812758643197365e-01,1.766732906859417862e-01
2.719447350743919301e-01,2.272632805481510643e-01,2.481233844612705519e-01,3.609736664191253719e-01
3.051280675491184202e-01,3.237140734706865364e-01,3.743089155065916218e-01,3.456543948955793089e-01
5.625310098913629542e-01,6.343491319102245729e-01,7.021946398059552008e-01,5.713000872846589751e-01
3.342320709625662967e-01,3.439250859326605236e-01,3.640418401687693928e-01,3.596809149834667707e-01
1.630213217210110532e-01,3.869008173051377009e-01,3.862046757750891013e-01,2.443778581378687476e-01
3.958734719311902683e-01,5.381227700909572143e-01,6.089712191503245942e-01,6.277696799260927829e-01
4.979454864773038558e-01,3.185372109157323939e-01,4.359939699719390660e-01,5.287848955352623115e-01
3.565262953169573423e-01,1.666346297403586418e-01,1.298868957767212451e-01,2.302047059336685686e-01
3.135301078521794405e-01,1.828614545350195075e-01,1.577996249186235656e-01,1.577724336662200688e-01
2.892368156814651425e-01,2.632754795051349683e-01,2.331168662678459458e-01,4.559362425233428051e-01
1.424019030117031348e-01,1.860716213638827499e-01,3.025065073120318249e-01,4.476220712114898359e-01
4.980967101431282851e-01,3.586218541277451100e-01,3.523724179392964118e-01,5.774674832808408542e-01
2.178443823911689614e-01,2.704112974893957411e-01,3.012981546745716055e-01,1.653677711811772089e-01
3.856613737371079598e-01,3.724056787190996309e-01,2.568045962815552197e-01,4.396809112897826499e-01
1.819342722759649811e-01,2.362291363281986134e-01,1.587141951334280210e-01,2.994305679331303871e-01
4.594204826858722113e-01,4.470686525157407942e-01,3.932290416675489619e-01,5.647252075057392906e-01
3.627904772281693724e-01,4.773715005578387793e-01,5.879438172747256663e-01,3.701439759879068259e-01
