1.615927538810377206e-01,2.127178714133838022e-01,1.635605336194780324e-01,2.107077077518354213e-01
2.670450297591278055e-01,3.139982445436587666e-01,4.452123135357425321e-01,2.172593844154906972e-01
2.759941307784060105e-01,2.778077860642948482e-01,2.863687535694757758e-01,3.098578591505719571e-01
3.306567698003340938e-01,2.611999046947474090e-01,4.408485752778892319e-01,3.139738345080634874e-01
5.247511752479643299e-01,5.160874538676853973e-01,4.766419682471838004e-01,5.647868466516898778e-01
5.269438173721688878e-01,5.725615199206680606e-01,4.458464987372021682e-01,5.411333026796683043e-01
5.598787283740824794e-01,5.053610880829673135e-01,6.400525722264036599e-01,5.036414910410369483e-01
5.363166317778582659e-01,4.599543928173773777e-01,5.301430794723236417e-01,5.151005432028125108e-01
4.856949937652087490e-01,5.304437276260645096e-01,5.401763137929174174e-01,5.148592409327948927e-01
4.754745428345030223e-01,4.400972169422107672e-01,4.345705650774688289e-01,4.580944093484116131e-01
3.411276173290526126e-01,1.911390762262554777e-01,2.270514916795360050e-01,1.640529842280891160e-01
2.185553378803559155e-01,3.682113152117626464e-01,2.121987996566369605e-01,1.562642680531550476e-01
2.342380206673801979e-01,3.430262928092547847e-01,2.866034872942449518e-01,2.823409683021848027e-01
4.254532419262524456e-01,4.688338744822390103e-01,5.007756450775084911e-01,4.853750225019596298e-01
5.752101338777825257e-01,3.658245914655142150e-01,4.083095461332935661e-01,5.265481100244154833e-01
4.841405926336356247e-01,6.041001928401735777e-01,4.471200046151656560e-01,5.633374552754502051e-01
6.532312227515698622e-01,6.231968188618278726e-01,4.700116085122486576e-01,5.263111574816718985e-01
5.220137579514293469e-01,5.538161197542583736e-01,4.968249519930297842e-01,5.508102808649814053e-01
4.855945019768618809e-01,4.843029617042698964e-01,5.159436161946125976e-01,5.154844905588220616e-01
4.556704888547761234e-01,4.527700694292519645e-01,4.527476091670293856e-01,4.440529202332346159e-01
7.625277879066648390e-02,9.522707582161646367e-02,1.186586529418812014e-01,8.935165944602536936e-02
3.450911798337721881e-01,2.782399276024730139e-01,2.573247484852990152e-01,1.490719523042279282e-01
3.334018388113701992e-01,3.127336420751184454e-01,2.998820981096053107e-01,2.393829861475681720e-01
4.216619829247879592e-01,4.838388960177521514e-01,6.694290513840148726e-01,4.659852947718591265e-01
4.741257178718661369e-01,3.144613920716224920e-01,4.308000849623529471e-01,3.501646979764432288e-01
5.260810826069228785e-01,5.496679697540901577e-01,6.244574938151500332e-01,5.735123585649402056e-01
5.218530005355122015e-01,5.942081120530989802e-01,5.987167398051771450e-01,5.991362390393442094e-01
5.332651378750880022e-01,5.400564602288107086e-01,5.658040438384547288e-01,5.140756875147649563e-01
4.979748683440107238e-01,5.495857961417754955e-01,5.463425441366906998e-01,5.408567638085306495e-01
3.874044462750397266e-01,4.556053063944287551e-01,4.538113173546536316e-01,4.602082936394261692e-01
1.724563944789674064e-01,2.409399245488176855e-01,2.509891017583071871e-01,2.678755816098871145e-01
2.320453818599589046e-01,1.611198362469034029e-01,3.449547069313138592e-01,2.625779737203687292e-01
3.672261724175148179e-01,4.410605401949506121e-01,2.929851482037565402e-01,3.042473291756798703e-01
5.144543585650860340e-01,3.696068880672297441e-01,5.857157316755191578e-01,4.059218325873737432e-01
5.617910514353823270e-01,4.601788627994349845e-01,7.028254498112944670e-01,5.757727185433363370e-01
5.235327975815297075e-01,5.759318383574459910e-01,5.352605841104737250e-01,6.484921577118268887e-01
4.734122168310781475e-01,4.379608692520241542e-01,4.820391360530418834e-01,5.263699700644002277e-01
5.362134500706370321e-01,5.405094496931598380e-01,5.585675562730134658e-01,5.534872550283248538e-01
5.286735920571545844e-01,5.362842580203125431e-01,5.636324969880689428e-01,5.539584031798189256e-01
4.672077558881978510e-01,4.605097730784207810e-01,4.614478048240244767e-01,4.847967917414222616e-01
1.942106250580503124e-01,1.577399756089288563e-01,2.507437840833837694e-01,1.921088489026586132e-01
1.732592978417599183e-01,1.938033726756459851e-01,3.202008354286621783e-01,1.718067977230610111e-01
2.587564355436314245e-01,2.887051938704633947e-01,2.211396158899011921e-01,3.509185131791817680e-01
4.183335188450595377e-01,4.290805546680007687e-01,5.431582222614879107e-01,4.762450731796655790e-01
4.337968211903115434e-01,5.093566313591513239e-01,4.757590428922055525e-01,5.246214177290565717e-01
5.265369633123191395e-01,4.976736944582258459e-01,5.741550555417240798e-01,6.303024729660640091e-01
4.905568732243932861e-01,5.836718171758664697e-01,5.675661102114336609e-01,4.527555642791239454e-01
5.247797445256631166e-01,5.606508995984251786e-01,4.974561425622431865e-01,5.502267261274943477e-01
4.674921973675146281e-01,4.973788022031085387e-01,5.136580580910371507e-01,5.406720580799604381e-01
4.458278448612457145e-01,4.526923182795580258e-01,4.397414813222779162e-01,4.398104725058225029e-01
