,run_id,time_step,listened,opinion,out_belief
0,0,1,intensive,0.6926216421291815,0.3333333333333333
1,0,1,intensive,0.748774334899279,0.3333333333333333
2,0,1,intensive,0.6935063088394265,0.3333333333333333
3,0,1,intensive,0.7106703056767036,0.3333333333333333
4,0,1,intensive,0.7759576841052077,0.3333333333333333
5,0,1,intensive,0.5989721724660253,0.3333333333333333
6,0,1,intensive,0.6732253873160281,0.3333333333333333
7,0,1,intensive,0.7675308519119052,0.3333333333333333
8,0,1,intensive,0.7460644068238341,0.3333333333333333
9,0,1,intensive,0.5877971623904966,0.3333333333333333
10,0,1,intensive,0.7391095995702449,0.3333333333333333
11,0,1,intensive,0.6952706706256352,0.3333333333333333
12,0,1,intensive,0.7555293118169653,0.3333333333333333
13,0,1,intensive,0.7189756322027534,0.3333333333333333
14,0,1,intensive,0.7075020920054362,0.3333333333333333
15,0,1,intensive,0.6242173800095968,0.3333333333333333
16,0,1,intensive,0.7066586397968033,0.3333333333333333
17,0,1,intensive,0.6612446458224496,0.3333333333333333
18,0,1,intensive,0.655902078623092,0.3333333333333333
19,0,1,intensive,0.7914356116067826,0.3333333333333333
20,0,1,intensive,0.7508246521916233,0.3333333333333333
21,0,1,intensive,0.6381008141682326,0.3333333333333333
22,0,1,intensive,0.7572731726209058,0.3333333333333333
23,0,1,intensive,0.6778240910283189,0.3333333333333333
24,0,1,intensive,0.7354727072861852,0.3333333333333333
25,0,1,intensive,0.6872070458182591,0.3333333333333333
26,0,1,intensive,0.6600388770670326,0.3333333333333333
27,0,1,intensive,0.711234391399514,0.3333333333333333
28,0,1,intensive,0.6517665791617778,0.3333333333333333
29,0,1,intensive,0.7666264511684165,0.3333333333333333
30,0,1,intensive,0.6604554969522571,0.3333333333333333
31,0,1,intensive,0.6426031781961485,0.3333333333333333
32,0,1,intensive,0.6881722577491772,0.3333333333333333
33,0,1,intensive,0.7318343334556038,0.3333333333333333
34,0,1,intensive,0.6387524655054387,0.3333333333333333
35,0,1,intensive,0.7499958091073589,0.3333333333333333
36,0,1,intensive,0.7251095623831921,0.3333333333333333
37,0,1,intensive,0.727635182392077,0.3333333333333333
38,0,1,intensive,0.6943854988389715,0.3333333333333333
39,0,1,intensive,0.622682024302303,0.3333333333333333
40,0,1,intensive,0.724958302297807,0.3333333333333333
41,0,1,intensive,0.7360404538787713,0.3333333333333333
42,0,1,intensive,0.6863870025153278,0.3333333333333333
43,0,1,intensive,0.7143848915268589,0.3333333333333333
44,0,1,intensive,0.6330732762430593,0.3333333333333333
45,0,1,intensive,0.7505522782575498,0.3333333333333333
46,0,1,intensive,0.6635184657428654,0.3333333333333333
47,0,1,intensive,0.7044835069541657,0.3333333333333333
48,0,1,intensive,0.6796853646816463,0.3333333333333333
49,0,1,intensive,0.6795418701518112,0.3333333333333333
0,0,24,intensive,0.5877971623904966,0.3143379754190565
1,0,24,intensive,0.5989721724660253,0.3353561826331758
2,0,24,intensive,0.622682024302303,0.3454036322519987
3,0,24,intensive,0.6242173800095968,0.3311339480073156
4,0,24,intensive,0.6330732762430593,0.34271962625106994
5,0,24,intensive,0.6381008141682326,0.3413498995932237
6,0,24,intensive,0.6387524655054387,0.34128202147520126
7,0,24,intensive,0.6426031781961485,0.32917975689066925
8,0,24,intensive,0.6517665791617778,0.3246594878036617
9,0,24,intensive,0.655902078623092,0.32112213824156677
10,0,24,intensive,0.6600388770670326,0.3444853863497451
11,0,24,intensive,0.6604554969522571,0.3440224071348549
12,0,24,intensive,0.6612446458224496,0.3490415990565011
13,0,24,intensive,0.6635184657428654,0.32065869506356537
14,0,24,intensive,0.6732253873160281,0.31226453970769685
15,0,24,intensive,0.6778240910283189,0.3380234184593263
16,0,24,intensive,0.6795418701518112,0.3336781323255002
17,0,24,intensive,0.6796853646816463,0.34089571162778304
18,0,24,intensive,0.6863870025153278,0.33155269153569944
19,0,24,intensive,0.6872070458182591,0.3442400231506513
20,0,24,intensive,0.6881722577491772,0.3244461308527899
21,0,24,intensive,0.6926216421291815,0.3371722492689564
22,0,24,intensive,0.6935063088394265,0.3325223454060026
23,0,24,intensive,0.6943854988389715,0.35008810788366945
24,0,24,intensive,0.6952706706256352,0.33679557069783544
25,0,24,intensive,0.7044835069541657,0.09636475144236122
26,0,24,intensive,0.7066586397968033,0.4012548488832274
27,0,24,intensive,0.7075020920054362,0.09880452423423738
28,0,24,intensive,0.7106703056767036,0.0968798607288571
29,0,24,intensive,0.711234391399514,0.17997810037417972
30,0,24,intensive,0.7143848915268589,0.4016671233552933
31,0,24,intensive,0.7189756322027534,0.4021897476743418
32,0,24,intensive,0.724958302297807,0.17997847585778112
33,0,24,intensive,0.7251095623831921,0.40426953949995015
34,0,24,intensive,0.727635182392077,0.09636494300763733
35,0,24,intensive,0.7318343334556038,0.17997855917226646
36,0,24,intensive,0.7354727072861852,0.1002500607312696
37,0,24,intensive,0.7360404538787713,0.09636472453984107
38,0,24,intensive,0.7391095995702449,0.09636469123245568
39,0,24,intensive,0.7460644068238341,0.09687403903285671
40,0,24,intensive,0.748774334899279,0.10307307625904047
41,0,24,intensive,0.7499958091073589,0.40426546011561326
42,0,24,intensive,0.7505522782575498,0.11876338426873284
43,0,24,intensive,0.7508246521916233,0.09687967143308766
44,0,24,intensive,0.7555293118169653,0.40478930484635406
45,0,24,intensive,0.7572731726209058,0.09622904781948832
46,0,24,intensive,0.7666264511684165,0.40124647121436835
47,0,24,intensive,0.7675308519119052,0.40425717632856645
48,0,24,intensive,0.7759576841052077,0.179978537490133
49,0,24,intensive,0.7914356116067826,0.09753023239192896
0,1,1,intensive,0.7978277921750723,0.3333333333333333
1,1,1,intensive,0.6705321869514282,0.3333333333333333
2,1,1,intensive,0.6600562723586513,0.3333333333333333
3,1,1,intensive,0.7212535633631075,0.3333333333333333
4,1,1,intensive,0.6304938304438442,0.3333333333333333
5,1,1,intensive,0.6218208682776416,0.3333333333333333
6,1,1,intensive,0.6291381456865318,0.3333333333333333
7,1,1,intensive,0.7374985911179475,0.3333333333333333
8,1,1,intensive,0.62048378143704,0.3333333333333333
9,1,1,intensive,0.6443087593628269,0.3333333333333333
10,1,1,intensive,0.6572001333333459,0.3333333333333333
11,1,1,intensive,0.6795381583875797,0.3333333333333333
12,1,1,intensive,0.7718437185187719,0.3333333333333333
13,1,1,intensive,0.6715100827205499,0.3333333333333333
14,1,1,intensive,0.7796839406754565,0.3333333333333333
15,1,1,intensive,0.6575855369235478,0.3333333333333333
16,1,1,intensive,0.7540897526633752,0.3333333333333333
17,1,1,intensive,0.7151786548374186,0.3333333333333333
18,1,1,intensive,0.7056164521362827,0.3333333333333333
19,1,1,intensive,0.5042554552599315,0.3333333333333333
20,1,1,intensive,0.6763397866825266,0.3333333333333333
21,1,1,intensive,0.6513309103844606,0.3333333333333333
22,1,1,intensive,0.699793263119637,0.3333333333333333
23,1,1,intensive,0.6248755012647302,0.3333333333333333
24,1,1,intensive,0.6842674045509497,0.3333333333333333
25,1,1,intensive,0.6689530838865434,0.3333333333333333
26,1,1,intensive,0.6975259325921332,0.3333333333333333
27,1,1,intensive,0.6490337561207361,0.3333333333333333
28,1,1,intensive,0.6669374988788355,0.3333333333333333
29,1,1,intensive,0.7617175923819194,0.3333333333333333
30,1,1,intensive,0.7190418810442941,0.3333333333333333
31,1,1,intensive,0.7794120604464003,0.3333333333333333
32,1,1,intensive,0.6704476869696315,0.3333333333333333
33,1,1,intensive,0.6706556584827831,0.3333333333333333
34,1,1,intensive,0.7269570923611761,0.3333333333333333
35,1,1,intensive,0.7228011098508704,0.3333333333333333
36,1,1,intensive,0.7071818035512236,0.3333333333333333
37,1,1,intensive,0.6986099408774734,0.3333333333333333
38,1,1,intensive,0.7301311872874818,0.3333333333333333
39,1,1,intensive,0.6663832606402327,0.3333333333333333
40,1,1,intensive,0.7358952061860337,0.3333333333333333
41,1,1,intensive,0.6334863447043286,0.3333333333333333
42,1,1,intensive,0.7082761653222647,0.3333333333333333
43,1,1,intensive,0.7341345792331341,0.3333333333333333
44,1,1,intensive,0.6624635299244663,0.3333333333333333
45,1,1,intensive,0.741818343197352,0.3333333333333333
46,1,1,intensive,0.6922730641786491,0.3333333333333333
47,1,1,intensive,0.7037522967782505,0.3333333333333333
48,1,1,intensive,0.7050491440341976,0.3333333333333333
49,1,1,intensive,0.6338230668168475,0.3333333333333333
50,1,1,intensive,0.6409829913761477,0.3333333333333333
0,1,24,intensive,0.5042554552599315,0.3507647607896019
1,1,24,intensive,0.62048378143704,0.33624133749260826
2,1,24,intensive,0.6218208682776416,0.3342592136000027
3,1,24,intensive,0.6248755012647302,0.35084789144247025
4,1,24,intensive,0.6291381456865318,0.338475881969489
5,1,24,intensive,0.6304938304438442,0.35241723195700625
6,1,24,intensive,0.6334863447043286,0.31582498372506596
7,1,24,intensive,0.6338230668168475,0.3497253238791108
8,1,24,intensive,0.6409829913761477,0.3481356267225592
9,1,24,intensive,0.6443087593628269,0.33934813228977
10,1,24,intensive,0.6490337561207361,0.34767461478350775
11,1,24,intensive,0.6513309103844606,0.34902063610550493
12,1,24,intensive,0.6572001333333459,0.3462146706553551
13,1,24,intensive,0.6575855369235478,0.35074889187451386
14,1,24,intensive,0.6600562723586513,0.3500646002024987
15,1,24,intensive,0.6624635299244663,0.34444949824171756
16,1,24,intensive,0.6663832606402327,0.3465937574536316
17,1,24,intensive,0.6669374988788355,0.3470763324203517
18,1,24,intensive,0.6689530838865434,0.35080536485760966
19,1,24,intensive,0.6704476869696315,0.3486673604925039
20,1,24,intensive,0.6705321869514282,0.3170499054449027
21,1,24,intensive,0.6706556584827831,0.33904602135674833
22,1,24,intensive,0.6715100827205499,0.3358255308098244
23,1,24,intensive,0.6763397866825266,0.35232890970051517
24,1,24,intensive,0.6795381583875797,0.3437584189320373
25,1,24,intensive,0.6842674045509497,0.3523362195003925
26,1,24,intensive,0.6922730641786491,0.35276966512533203
27,1,24,intensive,0.6975259325921332,0.32571111155993293
28,1,24,intensive,0.6986099408774734,0.34783063356152294
29,1,24,intensive,0.699793263119637,0.32912319306950627
30,1,24,intensive,0.7037522967782505,0.17082160310819555
31,1,24,intensive,0.7050491440341976,0.09857956729208801
32,1,24,intensive,0.7056164521362827,0.10894207470352404
33,1,24,intensive,0.7071818035512236,0.10893396106720032
34,1,24,intensive,0.7082761653222647,0.13140230212625384
35,1,24,intensive,0.7151786548374186,0.4008734848918733
36,1,24,intensive,0.7190418810442941,0.09699307232986516
37,1,24,intensive,0.7212535633631075,0.09657019562545208
38,1,24,intensive,0.7228011098508704,0.1005261419234157
39,1,24,intensive,0.7269570923611761,0.1917404152696891
40,1,24,intensive,0.7301311872874818,0.11207848310893855
41,1,24,intensive,0.7341345792331341,0.09857099867477997
42,1,24,intensive,0.7358952061860337,0.4150925274996683
43,1,24,intensive,0.7374985911179475,0.13140180133994517
44,1,24,intensive,0.741818343197352,0.09699256918550297
45,1,24,intensive,0.7540897526633752,0.09710885593261048
46,1,24,intensive,0.7617175923819194,0.43837457981643546
47,1,24,intensive,0.7718437185187719,0.0965671717779008
48,1,24,intensive,0.7794120604464003,0.40259581885495793
49,1,24,intensive,0.7796839406754565,0.09735561307721287
50,1,24,intensive,0.7978277921750723,0.09699277795158584
0,2,1,intensive,0.6721589606443198,0.3333333333333333
1,2,1,intensive,0.724667324318213,0.3333333333333333
2,2,1,intensive,0.8070332151568019,0.3333333333333333
3,2,1,intensive,0.7302631197320562,0.3333333333333333
4,2,1,intensive,0.6348362032740565,0.3333333333333333
5,2,1,intensive,0.7211493303050864,0.3333333333333333
6,2,1,intensive,0.7765713455330092,0.3333333333333333
7,2,1,intensive,0.7613372299120786,0.3333333333333333
8,2,1,intensive,0.7738803851786962,0.3333333333333333
9,2,1,intensive,0.7599280616571045,0.3333333333333333
10,2,1,intensive,0.6606774503926035,0.3333333333333333
